age,ethnicity,ethnicity_confidence,gender,gender_confidence,human_confidence,tag_location,url,user
30-39,white,59,female,90,99,"[57, 42, 5, 7]",8448,64
30-39,white,97,male,99,99,"[74, 41, 4, 6]",8448,64
30-39,white,61,female,96,99,"[67, 50, 5, 7]",8448,64
30-39,white,81,female,89,98,"[49, 45, 5, 7]",8448,64
30-39,white,75,male,99,97,"[0, 22, 4, 6]",8448,64
20-29,white,98,male,97,97,"[15, 37, 7, 10]",8448,64
20-29,white,99,male,92,96,"[28, 36, 6, 8]",8448,64
40-49,white,84,female,87,74,"[63, 42, 4, 6]",8448,64
30-39,white,63,male,82,73,"[67, 37, 4, 6]",8448,64
20-29,asian,99,male,99,99,"[36, 9, 8, 8]",12831,21
20-29,asian,99,male,97,98,"[76, 73, 10, 10]",12831,21
20-29,white,95,female,99,97,"[60, 13, 7, 7]",12831,21
20-29,white,71,male,99,96,"[14, 67, 10, 10]",12831,21
20-29,white,96,female,99,99,"[39, 27, 15, 11]",10680,14
20-29,white,80,male,99,99,"[25, 18, 21, 17]",12307,67
20-29,white,45,female,94,99,"[16, 35, 21, 17]",12307,67
30-39,white,96,female,99,99,"[74, 59, 9, 12]",13915,67
20-29,white,99,male,99,99,"[56, 54, 9, 12]",13915,67
20-29,white,83,male,99,99,"[31, 52, 11, 15]",13915,67
20-29,white,97,female,99,99,"[51, 28, 6, 6]",4488,18
40-49,white,46,male,56,99,"[74, 30, 7, 7]",12100,14
20-29,white,87,female,98,90,"[17, 50, 7, 7]",12100,14
20-29,white,88,female,99,99,"[51, 47, 6, 4]",14439,18
20-29,white,96,female,99,99,"[30, 23, 30, 30]",8676,18
20-29,hispanic or latino,67,female,99,99,"[49, 20, 14, 13]",12295,73
20-29,white,61,female,99,99,"[50, 42, 12, 12]",11643,73
20-29,white,96,female,99,99,"[63, 36, 15, 14]",11643,73
20-29,white,47,female,98,99,"[52, 27, 17, 17]",11719,42
20-29,black or african american,96,female,99,99,"[78, 49, 12, 12]",9344,47
20-29,black or african american,93,female,99,99,"[9, 48, 10, 10]",9344,47
20-29,black or african american,66,female,55,54,"[59, 48, 10, 10]",9344,47
20-29,white,45,male,99,99,"[63, 13, 7, 7]",12908,42
30-39,asian,45,female,86,96,"[42, 20, 5, 5]",12908,42
20-29,white,83,male,99,84,"[27, 9, 8, 8]",12908,42
20-29,black or african american,97,female,95,61,"[17, 17, 17, 17]",8999,47
30-39,white,71,female,99,93,"[62, 20, 17, 14]",8245,53
30-39,white,94,female,99,61,"[27, 12, 17, 14]",8245,53
30-39,white,79,male,99,99,"[59, 30, 8, 6]",2560,18
13-19,white,96,female,99,99,"[45, 34, 8, 6]",2560,18
20-29,white,61,female,91,99,"[63, 37, 7, 7]",9087,16
20-29,white,58,male,99,99,"[32, 20, 7, 7]",9087,16
20-29,white,88,female,99,99,"[20, 35, 21, 21]",12101,46
20-29,white,95,male,99,99,"[56, 16, 25, 25]",12101,46
20-29,white,83,female,99,99,"[23, 38, 32, 32]",5319,53
20-29,white,77,female,99,99,"[52, 37, 27, 27]",5319,53
20-29,white,41,female,98,97,"[19, 67, 8, 8]",1116,53
30-39,white,99,female,99,99,"[53, 36, 11, 12]",3324,49
20-29,white,99,female,99,99,"[34, 42, 11, 12]",3324,49
20-29,asian,43,male,98,99,"[73, 23, 21, 21]",2052,55
30-39,white,97,male,99,99,"[85, 80, 6, 6]",2052,55
20-29,asian,99,male,95,99,"[22, 12, 8, 8]",2052,55
20-29,white,99,female,99,99,"[28, 44, 10, 10]",2052,55
30-39,hispanic or latino,48,female,99,99,"[54, 25, 21, 21]",2052,55
20-29,white,87,female,99,99,"[80, 78, 6, 6]",2052,55
20-29,asian,99,male,99,97,"[10, 42, 12, 12]",2052,55
13-19,asian,97,male,99,96,"[14, 7, 8, 8]",2052,55
20-29,asian,97,male,96,93,"[57, 75, 6, 6]",2052,55
30-39,white,99,female,99,74,"[64, 81, 6, 6]",2052,55
30-39,hispanic or latino,60,male,99,61,"[31, 11, 7, 7]",2052,55
20-29,white,96,female,99,50,"[71, 76, 6, 6]",2052,55
20-29,white,91,male,95,70,"[20, 16, 12, 12]",928,105
20-29,white,78,female,99,99,"[60, 18, 15, 12]",9138,75
20-29,hispanic or latino,49,female,99,99,"[32, 12, 15, 12]",9138,75
50-59,white,95,male,99,99,"[31, 23, 37, 37]",986,6
20-29,white,65,female,87,74,"[47, 8, 21, 21]",1998,55
20-29,white,98,female,83,99,"[45, 45, 14, 15]",12074,29
20-29,white,95,female,96,99,"[79, 21, 8, 8]",12074,29
20-29,white,86,female,92,98,"[26, 29, 10, 10]",12074,29
20-29,white,97,female,74,93,"[49, 18, 8, 8]",12074,29
20-29,white,90,male,97,99,"[11, 32, 37, 37]",5663,29
13-19,white,98,male,99,98,"[57, 26, 30, 30]",5663,29
20-29,white,92,male,99,99,"[52, 10, 12, 10]",10411,46
20-29,white,92,female,99,99,"[37, 13, 10, 8]",10411,46
30-39,hispanic or latino,59,female,99,99,"[22, 23, 15, 12]",7725,29
20-29,hispanic or latino,40,female,97,89,"[54, 19, 14, 12]",7725,29
40-49,white,99,male,92,98,"[21, 13, 6, 6]",13920,33
40-49,white,99,male,99,83,"[42, 39, 25, 25]",13920,33
30-39,white,99,female,94,71,"[61, 36, 30, 30]",13920,33
13-19,asian,99,male,99,99,"[74, 43, 12, 12]",8042,21
20-29,asian,99,male,99,99,"[21, 43, 10, 10]",8042,21
20-29,white,66,female,57,99,"[49, 9, 12, 12]",8042,21
13-19,asian,99,male,99,99,"[13, 13, 10, 10]",8042,21
30-39,white,79,male,99,99,"[13, 39, 7, 7]",8042,21
20-29,asian,99,male,99,99,"[59, 76, 10, 10]",8042,21
13-19,white,56,male,99,99,"[5, 47, 8, 8]",8042,21
20-29,asian,99,male,97,99,"[12, 76, 10, 10]",8042,21
20-29,white,76,male,99,99,"[62, 6, 10, 10]",8042,21
20-29,asian,99,male,99,99,"[74, 10, 10, 10]",8042,21
20-29,white,58,female,99,96,"[86, 18, 7, 7]",8042,21
30-39,white,76,female,72,89,"[62, 45, 10, 10]",8042,21
0-12,white,70,female,99,88,"[35, 52, 12, 12]",8042,21
40-49,white,96,male,99,78,"[24, 10, 12, 12]",8042,21
0-12,white,63,male,92,70,"[32, 43, 7, 7]",8042,21
13-19,white,82,female,93,67,"[69, 77, 10, 10]",8042,21
20-29,white,93,male,99,64,"[24, 72, 12, 12]",8042,21
30-39,white,98,female,99,99,"[63, 42, 5, 5]",1382,33
20-29,white,92,female,63,93,"[34, 36, 7, 7]",1382,33
20-29,white,86,female,99,77,"[49, 39, 4, 6]",958,72
20-29,hispanic or latino,47,female,90,99,"[13, 35, 12, 12]",2973,51
20-29,white,39,female,61,99,"[76, 28, 12, 12]",2973,51
30-39,white,95,female,99,99,"[33, 36, 12, 12]",2973,51
20-29,white,90,male,99,99,"[49, 25, 12, 12]",2973,51
30-39,white,63,male,99,71,"[87, 86, 4, 5]",5023,19
13-19,white,94,female,99,99,"[44, 13, 12, 11]",1402,103
20-29,white,94,male,99,99,"[38, 10, 10, 9]",1402,103
20-29,white,94,female,99,99,"[36, 7, 25, 25]",8287,107
13-19,hispanic or latino,52,male,99,99,"[58, 37, 17, 17]",947,28
20-29,hispanic or latino,29,male,62,98,"[-7, 16, 34, 31]",947,28
20-29,white,85,male,99,98,"[73, 30, 21, 21]",947,28
20-29,white,57,male,99,95,"[41, 21, 17, 17]",947,28
20-29,hispanic or latino,51,male,99,57,"[27, 29, 17, 17]",947,28
20-29,white,76,female,99,99,"[36, 21, 6, 6]",2120,95
40-49,white,81,male,99,75,"[42, 41, 6, 6]",7587,95
13-19,white,56,female,99,99,"[23, 15, 44, 37]",4886,40
20-29,white,92,female,99,94,"[31, 11, 37, 37]",3208,24
40-49,white,48,female,99,99,"[65, 23, 6, 6]",8871,40
30-39,white,98,female,99,99,"[74, 22, 6, 6]",8871,40
30-39,white,92,female,93,99,"[66, 58, 21, 21]",8871,40
30-39,white,91,female,99,82,"[-4, 19, 34, 31]",8871,40
30-39,asian,83,female,94,86,"[7, 48, 4, 6]",431,43
20-29,asian,71,female,94,91,"[36, 34, 6, 6]",14743,43
20-29,asian,66,female,99,87,"[46, 32, 6, 6]",14743,43
20-29,white,99,female,99,99,"[53, 16, 10, 10]",1996,24
30-39,white,95,male,93,99,"[37, 19, 15, 15]",6805,109
20-29,white,84,male,99,79,"[61, 9, 17, 17]",6805,109
20-29,white,82,female,99,99,"[61, 5, 18, 14]",9800,14
30-39,white,55,female,99,99,"[27, 9, 17, 14]",9800,14
0-12,white,81,female,66,99,"[66, 45, 10, 8]",7814,14
13-19,white,94,female,98,97,"[14, 42, 12, 10]",7814,14
0-12,white,99,male,95,98,"[51, 34, 9, 10]",12488,14
30-39,white,87,male,99,99,"[36, 68, 8, 7]",8222,67
20-29,white,89,male,99,99,"[39, 7, 15, 12]",1710,67
20-29,white,64,female,99,99,"[22, 20, 12, 9]",1710,67
30-39,white,66,female,99,96,"[57, 19, 12, 10]",1710,67
20-29,white,99,female,99,98,"[32, 50, 21, 17]",12105,87
20-29,asian,61,female,98,68,"[33, 19, 30, 30]",11590,5
30-39,south asian,60,female,70,91,"[59, 30, 10, 10]",7552,5
40-49,white,94,female,99,99,"[42, 34, 7, 7]",14724,1
20-29,white,97,female,99,99,"[54, 35, 7, 7]",14724,1
30-39,asian,52,female,95,74,"[67, 37, 8, 8]",14724,1
50-59,white,94,female,99,63,"[29, 35, 7, 7]",14724,1
30-39,white,85,male,99,97,"[42, 42, 8, 6]",9145,94
20-29,white,76,female,78,99,"[28, 30, 5, 7]",3728,1
40-49,white,98,male,99,99,"[39, 22, 5, 7]",3728,1
40-49,white,94,male,99,96,"[78, 27, 7, 10]",3728,1
40-49,white,93,male,99,94,"[14, 22, 7, 10]",3728,1
30-39,white,99,female,95,92,"[49, 33, 5, 7]",3728,1
20-29,white,99,male,99,56,"[58, 27, 5, 7]",3728,1
20-29,asian,98,male,99,99,"[22, 35, 15, 12]",10267,55
20-29,white,98,female,99,92,"[50, 19, 30, 30]",3277,18
20-29,white,75,female,99,97,"[80, 52, 8, 8]",10982,102
40-49,white,95,male,99,99,"[40, 47, 7, 7]",1323,18
30-39,white,75,male,99,97,"[50, 24, 5, 5]",1323,18
30-39,white,84,male,94,96,"[41, 31, 5, 5]",1323,18
50-59,white,99,female,54,94,"[21, 35, 5, 5]",1323,18
40-49,white,91,female,98,92,"[30, 35, 5, 5]",1323,18
40-49,white,95,male,55,83,"[76, 28, 7, 7]",1323,18
50-59,white,97,male,99,73,"[64, 26, 5, 5]",1323,18
40-49,white,94,male,92,53,"[12, 34, 7, 7]",1323,18
30-39,white,98,male,99,99,"[46, 29, 12, 12]",13694,34
40-49,white,98,female,99,99,"[69, 41, 12, 12]",13694,34
50-59,white,99,male,99,99,"[16, 32, 14, 14]",13694,34
20-29,white,72,male,99,99,"[66, 35, 6, 6]",709,34
30-39,white,89,male,99,99,"[13, 41, 6, 6]",709,34
30-39,white,73,male,99,99,"[79, 37, 6, 6]",709,34
40-49,white,82,male,99,99,"[28, 38, 6, 6]",709,34
20-29,white,84,male,99,99,"[41, 37, 6, 6]",709,34
30-39,hispanic or latino,54,male,99,99,"[54, 40, 6, 6]",709,34
20-29,white,98,male,99,99,"[51, 19, 17, 17]",10886,34
20-29,white,99,male,99,99,"[25, 21, 15, 15]",10886,34
20-29,hispanic or latino,63,female,92,99,"[55, 18, 7, 5]",7521,103
30-39,white,92,female,99,99,"[52, 22, 12, 10]",7137,75
30-39,white,99,female,97,99,"[20, 37, 8, 8]",6399,103
13-19,asian,88,male,98,99,"[30, 33, 25, 25]",7787,55
13-19,white,91,male,88,99,"[15, 11, 37, 37]",10919,55
13-19,white,68,female,99,99,"[44, 43, 10, 8]",10430,54
40-49,white,88,female,98,91,"[41, 20, 8, 8]",5289,54
50-59,white,99,female,99,99,"[67, 17, 10, 8]",12868,54
30-39,white,74,female,99,98,"[21, 16, 12, 10]",12868,54
20-29,asian,98,male,99,99,"[19, 19, 31, 31]",13467,21
20-29,white,73,female,99,99,"[59, 33, 25, 25]",13467,21
20-29,asian,98,male,99,99,"[15, 16, 18, 32]",2934,21
20-29,white,96,female,97,99,"[78, 27, 8, 15]",12438,47
20-29,asian,99,male,98,99,"[22, 40, 8, 15]",12438,47
30-39,asian,80,female,98,99,"[68, 63, 10, 18]",12438,47
20-29,white,94,male,80,99,"[63, 21, 6, 10]",12438,47
20-29,white,43,female,99,99,"[65, 38, 6, 10]",12438,47
20-29,asian,97,female,99,94,"[38, 34, 7, 12]",12438,47
20-29,asian,91,female,93,91,"[39, 72, 8, 15]",12438,47
20-29,asian,50,male,66,74,"[28, 26, 7, 12]",12438,47
20-29,white,57,female,98,99,"[8, 36, 20, 25]",227,42
13-19,black or african american,87,female,99,81,"[20, 22, 10, 8]",3833,47
20-29,white,97,female,99,99,"[50, 37, 6, 4]",5476,103
20-29,white,93,female,99,99,"[39, 17, 25, 23]",11636,107
13-19,white,87,female,99,99,"[22, 30, 25, 23]",11636,107
30-39,white,68,male,99,99,"[52, 7, 14, 14]",12317,28
30-39,white,75,male,99,99,"[77, 20, 14, 14]",12317,28
20-29,white,95,male,99,98,"[33, 19, 17, 17]",12317,28
20-29,white,68,female,99,99,"[58, 54, 12, 10]",2264,107
30-39,white,89,female,99,98,"[40, 52, 12, 10]",2264,107
30-39,white,98,male,99,99,"[23, 25, 37, 29]",2815,28
20-29,white,96,female,82,99,"[50, 19, 14, 17]",1168,107
30-39,white,98,female,98,62,"[23, 17, 14, 17]",1168,107
13-19,white,99,female,96,99,"[4, 19, 23, 25]",2337,33
30-39,white,98,female,99,99,"[25, 16, 23, 25]",2337,33
20-29,white,45,female,99,98,"[40, 44, 33, 37]",2337,33
20-29,white,95,female,99,98,"[66, 36, 33, 37]",2337,33
20-29,white,99,female,99,90,"[49, 7, 23, 25]",2337,33
30-39,white,69,female,99,99,"[36, 58, 15, 26]",13288,53
20-29,white,71,female,99,99,"[53, 28, 15, 26]",13288,53
20-29,white,97,male,99,96,"[28, 20, 15, 26]",13288,53
20-29,white,90,female,99,99,"[40, 20, 14, 21]",14696,53
20-29,hispanic or latino,55,female,99,99,"[39, 35, 10, 10]",2524,42
30-39,hispanic or latino,43,female,99,99,"[40, 76, 7, 10]",12808,53
20-29,asian,98,female,99,99,"[66, 28, 8, 6]",10679,80
13-19,white,70,male,98,99,"[3, 38, 44, 44]",14775,109
30-39,white,99,female,99,96,"[47, 22, 14, 15]",14775,109
30-39,white,39,male,99,68,"[52, 60, 37, 37]",14775,109
0-12,white,80,male,97,99,"[42, 9, 14, 15]",5931,109
30-39,white,77,male,99,98,"[78, 11, 17, 17]",5931,109
13-19,white,63,male,99,97,"[6, 14, 15, 15]",5931,109
30-39,asian,97,female,94,84,"[39, 39, 6, 4]",1336,80
20-29,white,80,male,99,92,"[36, 22, 12, 12]",14095,49
20-29,hispanic or latino,67,female,99,99,"[23, 33, 44, 44]",1528,9
20-29,white,83,female,99,99,"[36, 13, 25, 25]",2970,46
20-29,white,88,male,85,99,"[12, 25, 6, 8]",14134,91
40-49,white,95,male,96,99,"[30, 27, 6, 8]",14134,91
20-29,white,63,male,99,99,"[80, 28, 6, 8]",14134,91
20-29,white,99,male,99,99,"[60, 26, 6, 8]",14134,91
20-29,white,65,female,99,94,"[49, 29, 6, 8]",14134,91
20-29,white,95,female,99,98,"[56, 18, 12, 12]",14220,46
20-29,white,96,male,99,83,"[29, 12, 15, 15]",14220,46
20-29,white,94,female,98,99,"[76, 51, 5, 8]",1439,29
20-29,white,87,female,98,99,"[66, 68, 5, 8]",1439,29
40-49,white,88,female,99,99,"[30, 73, 6, 10]",1439,29
30-39,white,97,female,99,99,"[53, 48, 3, 6]",1439,29
30-39,white,99,female,99,99,"[65, 21, 4, 7]",1439,29
30-39,white,88,female,99,99,"[23, 24, 5, 8]",1439,29
20-29,white,91,female,98,99,"[56, 67, 5, 8]",1439,29
30-39,white,99,female,91,99,"[75, 31, 4, 7]",1439,29
20-29,white,65,female,99,99,"[47, 69, 5, 8]",1439,29
30-39,white,88,female,99,99,"[33, 40, 3, 6]",1439,29
30-39,white,95,female,97,99,"[30, 47, 5, 8]",1439,29
40-49,white,81,male,99,99,"[64, 50, 4, 7]",1439,29
30-39,white,94,female,99,99,"[29, 22, 4, 7]",1439,29
40-49,white,94,female,99,99,"[52, 24, 3, 6]",1439,29
30-39,white,90,male,88,99,"[73, 22, 3, 6]",1439,29
30-39,white,98,female,99,99,"[44, 23, 3, 6]",1439,29
30-39,asian,40,male,77,99,"[59, 28, 3, 6]",1439,29
20-29,white,85,male,65,99,"[35, 22, 3, 6]",1439,29
20-29,white,98,female,99,99,"[17, 60, 6, 10]",1439,29
20-29,asian,97,female,96,98,"[16, 27, 5, 8]",1439,29
30-39,white,79,male,99,83,"[42, 45, 5, 8]",1439,29
30-39,white,99,female,99,99,"[59, 27, 25, 25]",2715,5
20-29,south asian,33,female,97,99,"[20, 37, 21, 21]",2715,5
13-19,hispanic or latino,45,female,99,99,"[47, 23, 21, 21]",14152,5
20-29,hispanic or latino,67,female,99,97,"[20, 23, 21, 21]",14152,5
30-39,white,99,female,99,99,"[41, 48, 10, 9]",3481,87
20-29,asian,42,female,98,98,"[8, 20, 10, 9]",3481,87
13-19,white,97,female,98,95,"[66, 12, 8, 8]",3481,87
13-19,white,76,male,99,94,"[33, 21, 8, 8]",3481,87
30-39,white,99,male,99,89,"[75, 37, 12, 11]",3481,87
30-39,hispanic or latino,49,female,85,99,"[46, 64, 6, 4]",3318,64
20-29,white,94,female,99,99,"[43, 30, 23, 30]",11420,65
20-29,white,90,female,99,99,"[2, 31, 27, 37]",11420,65
13-19,white,98,female,99,95,"[74, 43, 23, 30]",11420,65
20-29,white,95,male,99,99,"[29, 22, 10, 10]",8356,34
20-29,asian,57,male,99,99,"[55, 30, 10, 10]",8356,34
30-39,asian,61,male,98,98,"[43, 38, 6, 6]",3800,66
20-29,white,93,female,99,99,"[40, 24, 31, 25]",3138,29
20-29,white,90,female,99,99,"[51, 42, 21, 21]",9657,29
20-29,white,97,female,99,99,"[23, 47, 21, 21]",9657,29
30-39,asian,85,female,98,99,"[12, 23, 30, 31]",12990,43
20-29,white,81,male,99,97,"[-13, 4, 59, 53]",351,105
20-29,asian,49,female,99,99,"[17, 47, 18, 17]",14895,72
20-29,white,95,female,99,99,"[55, 50, 14, 15]",14895,72
20-29,hispanic or latino,53,female,99,99,"[34, 45, 15, 15]",14895,72
20-29,white,64,female,99,99,"[69, 47, 15, 15]",14895,72
30-39,white,61,female,99,93,"[53, 68, 6, 4]",11995,72
20-29,white,65,female,99,89,"[55, 80, 8, 6]",11995,72
40-49,white,69,female,98,77,"[45, 67, 7, 5]",11995,72
30-39,white,50,male,99,99,"[7, 13, 8, 8]",9123,19
30-39,white,66,male,99,99,"[57, 19, 8, 8]",9123,19
40-49,white,65,male,99,99,"[39, 19, 7, 7]",9123,19
30-39,white,74,male,99,99,"[83, 23, 8, 8]",9123,19
20-29,white,94,female,99,99,"[36, 51, 31, 24]",4360,54
30-39,white,85,male,99,93,"[11, 25, 37, 29]",4360,54
30-39,white,79,female,99,99,"[39, 16, 10, 10]",6048,54
30-39,white,48,female,97,99,"[69, 69, 8, 8]",4765,54
20-29,white,50,female,92,99,"[73, 20, 7, 7]",4765,54
20-29,white,49,female,98,99,"[25, 26, 8, 8]",4765,54
20-29,white,58,female,96,99,"[19, 69, 8, 8]",4765,54
30-39,white,95,female,98,99,"[38, 23, 10, 10]",4765,54
20-29,white,91,female,99,99,"[86, 18, 10, 10]",4765,54
20-29,white,70,female,99,98,"[61, 21, 7, 7]",4765,54
20-29,white,60,female,99,96,"[5, 69, 8, 8]",4765,54
20-29,white,58,female,99,94,"[13, 26, 8, 8]",4765,54
20-29,white,84,female,97,94,"[81, 67, 10, 10]",4765,54
20-29,white,70,female,96,87,"[57, 70, 7, 7]",4765,54
13-19,white,99,female,99,99,"[44, 28, 4, 7]",14404,67
20-29,white,96,female,99,99,"[54, 31, 5, 9]",14404,67
30-39,white,98,male,93,87,"[71, 47, 10, 18]",14404,67
40-49,white,91,male,89,99,"[13, 37, 17, 17]",14623,67
20-29,white,99,female,72,92,"[21, 20, 14, 11]",8543,14
20-29,white,86,male,99,99,"[17, 58, 17, 14]",2697,67
20-29,white,96,male,99,94,"[48, 55, 6, 4]",3797,18
30-39,white,97,female,99,72,"[27, 49, 6, 4]",3797,18
20-29,white,98,female,99,70,"[36, 49, 6, 4]",3797,18
40-49,white,96,female,99,99,"[43, 15, 12, 10]",9566,52
20-29,white,96,female,99,99,"[58, 18, 12, 12]",7150,52
30-39,white,91,male,99,99,"[39, 13, 12, 12]",7150,52
40-49,white,90,male,99,98,"[14, 15, 10, 10]",7150,52
20-29,hispanic or latino,51,male,99,99,"[80, 16, 12, 14]",3333,42
30-39,white,82,female,99,99,"[34, 32, 10, 12]",3333,42
20-29,white,62,female,98,99,"[54, 29, 10, 12]",3333,42
20-29,white,81,male,99,99,"[12, 9, 15, 17]",3333,42
20-29,asian,44,female,99,99,"[60, 72, 17, 17]",10408,66
20-29,asian,38,female,99,99,"[64, 24, 15, 15]",10408,66
20-29,asian,48,male,99,99,"[21, 9, 17, 17]",10408,66
13-19,asian,43,male,99,98,"[47, 10, 14, 15]",10408,66
20-29,asian,43,male,99,93,"[19, 61, 17, 17]",10408,66
13-19,asian,57,male,99,75,"[45, 59, 17, 17]",10408,66
20-29,white,58,female,99,99,"[43, 9, 17, 17]",6949,47
13-19,asian,59,female,97,74,"[15, 56, 37, 36]",6949,47
40-49,white,82,male,99,99,"[52, 5, 12, 12]",10633,42
20-29,hispanic or latino,54,female,99,91,"[36, 8, 10, 10]",10633,42
20-29,asian,81,female,85,99,"[65, 25, 7, 7]",6192,47
20-29,black or african american,95,female,94,99,"[51, 22, 7, 7]",6192,47
20-29,black or african american,30,female,82,98,"[85, 35, 8, 8]",6192,47
20-29,black or african american,95,female,99,97,"[60, 60, 8, 8]",6192,47
20-29,hispanic or latino,49,female,99,97,"[1, 40, 10, 10]",6192,47
20-29,black or african american,89,female,94,96,"[38, 26, 8, 8]",6192,47
20-29,asian,87,female,95,80,"[26, 23, 8, 8]",6192,47
13-19,black or african american,61,female,88,62,"[55, 35, 8, 8]",6192,47
30-39,white,58,female,88,58,"[75, 30, 7, 7]",6192,47
20-29,white,45,female,94,54,"[4, 19, 8, 8]",6192,47
0-12,black or african american,35,female,53,99,"[11, 23, 22, 30]",3564,47
20-29,black or african american,81,female,99,99,"[42, 16, 39, 53]",3564,47
20-29,white,97,female,99,99,"[45, 14, 14, 15]",14233,46
20-29,white,76,female,99,99,"[29, 17, 15, 15]",14233,46
20-29,white,91,female,99,50,"[52, 41, 6, 6]",3625,46
13-19,white,99,male,99,98,"[22, 31, 10, 10]",14332,91
13-19,white,99,male,99,93,"[48, 35, 8, 8]",14332,91
20-29,white,98,female,53,99,"[35, 48, 7, 7]",6372,61
13-19,white,99,female,99,99,"[28, 22, 53, 42]",5438,76
40-49,white,88,female,99,99,"[66, 44, 8, 8]",11145,45
20-29,hispanic or latino,58,female,99,99,"[59, 31, 8, 8]",11145,45
20-29,white,78,female,72,99,"[35, 10, 12, 12]",11145,45
20-29,black or african american,98,female,94,94,"[52, 46, 10, 10]",11145,45
20-29,white,98,female,98,99,"[19, 31, 17, 17]",151,45
30-39,white,51,female,97,66,"[36, 16, 25, 25]",151,45
20-29,hispanic or latino,38,female,99,99,"[31, 17, 12, 12]",8208,45
20-29,white,92,female,99,99,"[49, 13, 10, 10]",8208,45
20-29,black or african american,78,female,96,73,"[61, 10, 10, 10]",8208,45
30-39,hispanic or latino,52,female,99,99,"[18, 31, 21, 20]",14379,73
20-29,white,69,female,99,99,"[41, 16, 17, 17]",14379,73
20-29,white,76,female,99,98,"[62, 30, 17, 17]",14379,73
20-29,hispanic or latino,57,female,99,61,"[40, 29, 12, 12]",1907,53
30-39,white,97,female,99,99,"[62, 34, 17, 14]",4634,49
30-39,white,98,female,99,99,"[43, 26, 17, 14]",4634,49
30-39,white,99,female,99,99,"[17, 34, 14, 12]",4634,49
30-39,white,95,male,98,56,"[39, 40, 4, 6]",7901,53
20-29,white,97,male,97,99,"[28, 8, 44, 44]",3453,29
30-39,white,91,female,91,78,"[-4, 23, 34, 30]",14726,29
30-39,hispanic or latino,42,female,88,68,"[27, 37, 6, 6]",334,43
20-29,white,88,male,99,92,"[61, 9, 5, 5]",13249,105
20-29,black or african american,81,female,95,98,"[42, 34, 14, 12]",14780,84
30-39,white,99,male,99,99,"[44, 54, 6, 6]",4400,21
20-29,white,89,female,99,99,"[26, 58, 6, 6]",4400,21
30-39,hispanic or latino,52,male,98,81,"[6, 55, 6, 6]",4400,21
30-39,black or african american,96,male,99,71,"[64, 59, 6, 6]",4400,21
30-39,asian,51,female,99,99,"[34, 16, 7, 7]",4940,21
13-19,asian,99,male,99,99,"[17, 44, 14, 15]",4940,21
20-29,white,63,male,99,99,"[12, 11, 8, 8]",4940,21
20-29,hispanic or latino,54,female,99,99,"[87, 44, 10, 10]",4940,21
20-29,white,61,male,99,99,"[80, 35, 8, 8]",4940,21
20-29,asian,99,male,97,99,"[73, 42, 8, 8]",4940,21
20-29,asian,34,female,99,99,"[68, 15, 8, 8]",4940,21
13-19,asian,99,male,99,99,"[61, 82, 10, 10]",4940,21
20-29,white,86,male,98,99,"[34, 42, 15, 15]",4940,21
20-29,asian,62,female,96,98,"[84, 82, 5, 5]",4940,21
13-19,asian,99,male,99,98,"[21, 9, 8, 8]",4940,21
20-29,hispanic or latino,28,female,93,98,"[60, 42, 7, 7]",4940,21
20-29,white,60,female,99,93,"[74, 80, 5, 5]",4940,21
20-29,hispanic or latino,68,male,94,93,"[52, 36, 10, 10]",4940,21
30-39,white,40,female,74,90,"[68, 44, 5, 5]",4940,21
20-29,asian,99,female,86,69,"[5, 46, 10, 10]",4940,21
20-29,white,90,male,98,59,"[18, 85, 7, 7]",4940,21
20-29,white,94,female,99,99,"[21, 39, 17, 17]",9162,33
30-39,white,99,female,99,99,"[45, 42, 14, 15]",9162,33
30-39,white,74,female,99,99,"[63, 44, 15, 15]",9162,33
13-19,asian,99,male,99,99,"[54, 12, 14, 15]",804,21
13-19,asian,96,female,99,95,"[32, 29, 15, 14]",804,21
30-39,white,98,female,97,99,"[60, 11, 10, 10]",4361,23
20-29,white,99,male,95,98,"[36, 33, 25, 25]",4361,23
13-19,white,86,male,98,97,"[7, 33, 17, 17]",4361,23
30-39,white,99,male,99,92,"[70, 16, 25, 25]",4361,23
40-49,white,90,male,99,86,"[41, 8, 6, 6]",4361,23
20-29,white,70,female,99,99,"[5, 34, 15, 14]",13726,72
20-29,white,81,male,99,99,"[67, 33, 17, 17]",13726,72
20-29,white,79,male,99,99,"[39, 37, 15, 14]",13726,72
20-29,white,90,male,97,98,"[24, 28, 12, 12]",13726,72
20-29,white,98,female,99,99,"[38, 44, 10, 18]",12303,72
13-19,white,86,female,99,99,"[7, 64, 15, 26]",12303,72
30-39,white,95,male,99,99,"[76, 33, 21, 38]",12303,72
20-29,white,94,male,99,98,"[21, 47, 10, 18]",12303,72
20-29,white,99,male,73,89,"[45, 29, 12, 22]",12303,72
20-29,white,99,female,99,73,"[54, 46, 15, 26]",12303,72
20-29,white,95,female,98,87,"[25, 38, 33, 44]",3313,72
20-29,white,94,female,99,99,"[72, 29, 17, 17]",9603,84
20-29,black or african american,90,female,99,99,"[11, 27, 17, 17]",9603,84
20-29,hispanic or latino,72,male,99,99,"[41, 13, 17, 17]",9603,84
30-39,white,92,female,99,99,"[46, 46, 6, 8]",2873,108
30-39,white,66,male,99,68,"[42, 47, 11, 14]",6579,30
